bidder,frn,item,state,county,census_id,t+l_weight,assigned_support,locations,county_name
Space Exploration Technologies Corp.,26043968,WV-081-0011003,WV,Raleigh,540810011003,20,1417.37,4,"Raleigh, WV"
Space Exploration Technologies Corp.,26043968,WV-081-0011004,WV,Raleigh,540810011004,20,1518.64,12,"Raleigh, WV"
Space Exploration Technologies Corp.,26043968,WV-081-0012001,WV,Raleigh,540810012001,20,938.08,3,"Raleigh, WV"
Space Exploration Technologies Corp.,26043968,WV-081-0012002,WV,Raleigh,540810012002,20,958.58,1,"Raleigh, WV"
Space Exploration Technologies Corp.,26043968,WV-081-0012003,WV,Raleigh,540810012003,20,674.04,2,"Raleigh, WV"
Space Exploration Technologies Corp.,26043968,WV-081-0013002,WV,Raleigh,540810013002,20,860.8,11,"Raleigh, WV"
Space Exploration Technologies Corp.,26043968,WV-085-9625001,WV,Ritchie,540859625001,20,1229.59,2,"Ritchie, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0052002,WV,Wayne,540990052002,20,1802.4,21,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0201002,WV,Wayne,540990201002,20,1129.6,34,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0203001,WV,Wayne,540990203001,20,974.4,43,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0203002,WV,Wayne,540990203002,20,1664.0,19,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0203003,WV,Wayne,540990203003,20,191.6,8,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0203005,WV,Wayne,540990203005,20,648.4,27,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0203006,WV,Wayne,540990203006,20,1570.4,65,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0204001,WV,Wayne,540990204001,20,3363.6,44,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0204002,WV,Wayne,540990204002,20,1269.6,24,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0204003,WV,Wayne,540990204003,20,275.2,3,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0204005,WV,Wayne,540990204005,20,667.6,10,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0205002,WV,Wayne,540990205002,20,662.0,1,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0205004,WV,Wayne,540990205004,20,1942.99,9,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0206001,WV,Wayne,540990206001,20,1371.6,41,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0206002,WV,Wayne,540990206002,20,4402.8,63,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0206003,WV,Wayne,540990206003,20,480.4,2,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0206004,WV,Wayne,540990206004,20,1866.8,6,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-099-0209003,WV,Wayne,540990209003,20,223.86,2,"Wayne, WV"
Space Exploration Technologies Corp.,26043968,WV-109-0028001,WV,Wyoming,541090028001,20,1677.72,3,"Wyoming, WV"
Space Exploration Technologies Corp.,26043968,WV-109-0028002,WV,Wyoming,541090028002,20,4140.59,10,"Wyoming, WV"
Space Exploration Technologies Corp.,26043968,WV-109-0030001,WV,Wyoming,541090030001,20,1948.73,6,"Wyoming, WV"
Space Exploration Technologies Corp.,26043968,WV-109-0030002,WV,Wyoming,541090030002,20,4733.86,6,"Wyoming, WV"
Space Exploration Technologies Corp.,26043968,WV-109-0031001,WV,Wyoming,541090031001,20,5788.79,19,"Wyoming, WV"
Space Exploration Technologies Corp.,26043968,WV-109-0031002,WV,Wyoming,541090031002,20,553.09,5,"Wyoming, WV"
Space Exploration Technologies Corp.,26043968,WV-109-0031003,WV,Wyoming,541090031003,20,3509.19,9,"Wyoming, WV"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9701001,KY,Adair,210019701001,0,17059.2,65,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9701002,KY,Adair,210019701002,0,20663.4,52,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9702001,KY,Adair,210019702001,0,32896.2,153,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9703001,KY,Adair,210019703001,0,19504.2,73,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9703002,KY,Adair,210019703002,0,10357.2,54,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9703003,KY,Adair,210019703003,0,12808.8,50,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9704011,KY,Adair,210019704011,0,5566.2,20,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9704012,KY,Adair,210019704012,0,4404.0,6,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9704013,KY,Adair,210019704013,0,2275.8,7,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9704021,KY,Adair,210019704021,0,9953.4,85,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-001-9704023,KY,Adair,210019704023,0,1732.2,14,"Adair, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9503001,KY,Barren,210099503001,0,2577.0,11,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9503002,KY,Barren,210099503002,0,29259.0,170,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9504001,KY,Barren,210099504001,0,112.8,5,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9504002,KY,Barren,210099504002,0,1165.8,3,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9504006,KY,Barren,210099504006,0,1892.4,8,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9505001,KY,Barren,210099505001,0,555.6,9,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9505003,KY,Barren,210099505003,0,279.6,7,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9507001,KY,Barren,210099507001,0,745.2,12,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9507003,KY,Barren,210099507003,0,702.0,10,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9507004,KY,Barren,210099507004,0,6.3,1,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-009-9510001,KY,Barren,210099510001,0,17945.4,90,"Barren, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-011-9701002,KY,Bath,210119701002,0,14196.6,30,"Bath, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-011-9702002,KY,Bath,210119702002,0,20368.8,45,"Bath, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-011-9702004,KY,Bath,210119702004,0,49370.4,194,"Bath, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-013-9601001,KY,Bell,210139601001,0,66841.8,77,"Bell, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-013-9608002,KY,Bell,210139608002,0,11191.2,11,"Bell, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-017-0303002,KY,Bourbon,210170303002,0,15844.8,121,"Bourbon, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0310011,KY,Boyd,210190310011,0,1116.0,7,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0310021,KY,Boyd,210190310021,0,332.4,5,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0310022,KY,Boyd,210190310022,0,124.8,1,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0310023,KY,Boyd,210190310023,0,264.6,3,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0311001,KY,Boyd,210190311001,0,325.8,2,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0311003,KY,Boyd,210190311003,0,182.4,3,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0312001,KY,Boyd,210190312001,0,5196.6,26,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0313001,KY,Boyd,210190313001,0,465.6,12,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0313002,KY,Boyd,210190313002,0,23.4,1,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-019-0313003,KY,Boyd,210190313003,0,360.0,3,"Boyd, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-021-9304001,KY,Boyle,210219304001,0,1426.8,11,"Boyle, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-023-9501001,KY,Bracken,210239501001,0,831.6,10,"Bracken, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-023-9502001,KY,Bracken,210239502001,0,19618.8,53,"Bracken, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-023-9502002,KY,Bracken,210239502002,0,16161.6,39,"Bracken, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-023-9503003,KY,Bracken,210239503003,0,1794.0,3,"Bracken, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-025-9204001,KY,Breathitt,210259204001,0,95037.6,147,"Breathitt, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-027-9602001,KY,Breckinridge,210279602001,0,2693.4,10,"Breckinridge, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-027-9603001,KY,Breckinridge,210279603001,0,70972.2,238,"Breckinridge, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-027-9605011,KY,Breckinridge,210279605011,0,20334.0,48,"Breckinridge, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-029-0209001,KY,Bullitt,210290209001,0,214.8,1,"Bullitt, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-029-0209002,KY,Bullitt,210290209002,0,4466.4,41,"Bullitt, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-029-0211011,KY,Bullitt,210290211011,0,1478.4,4,"Bullitt, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-029-0211022,KY,Bullitt,210290211022,0,478.8,4,"Bullitt, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-029-0212001,KY,Bullitt,210290212001,0,2264.4,39,"Bullitt, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-029-0212002,KY,Bullitt,210290212002,0,8605.2,27,"Bullitt, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-039-9602002,KY,Carlisle,210399602002,0,15739.2,32,"Carlisle, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-039-9603001,KY,Carlisle,210399603001,0,26831.4,56,"Carlisle, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9501001,KY,Casey,210459501001,0,39050.4,61,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9502001,KY,Casey,210459502001,0,19725.6,70,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9502002,KY,Casey,210459502002,0,7324.2,31,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9503001,KY,Casey,210459503001,0,12939.0,38,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9503003,KY,Casey,210459503003,0,1235.4,3,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9503004,KY,Casey,210459503004,0,53.9,2,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9503005,KY,Casey,210459503005,0,7769.4,43,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9503006,KY,Casey,210459503006,0,2928.6,23,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9504001,KY,Casey,210459504001,0,4890.0,11,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9504002,KY,Casey,210459504002,0,5943.6,27,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9504003,KY,Casey,210459504003,0,28621.2,102,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9505001,KY,Casey,210459505001,0,11540.4,69,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-045-9505002,KY,Casey,210459505002,0,9519.6,40,"Casey, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-049-0203001,KY,Clark,210490203001,0,15101.4,59,"Clark, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-051-9504003,KY,Clay,210519504003,0,6830.4,27,"Clay, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-051-9505001,KY,Clay,210519505001,0,322.2,2,"Clay, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-051-9505003,KY,Clay,210519505003,0,2563.2,7,"Clay, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-051-9506001,KY,Clay,210519506001,0,17007.6,13,"Clay, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-053-9701001,KY,Clinton,210539701001,0,15466.2,111,"Clinton, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-053-9701002,KY,Clinton,210539701002,0,26043.6,71,"Clinton, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-053-9702011,KY,Clinton,210539702011,0,27.3,1,"Clinton, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-053-9702012,KY,Clinton,210539702012,0,29529.0,113,"Clinton, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-053-9702021,KY,Clinton,210539702021,0,36820.8,79,"Clinton, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-053-9702023,KY,Clinton,210539702023,0,1880.4,10,"Clinton, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-057-9501001,KY,Cumberland,210579501001,0,8427.0,16,"Cumberland, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-057-9501002,KY,Cumberland,210579501002,0,33858.0,63,"Cumberland, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-057-9501003,KY,Cumberland,210579501003,0,508.8,2,"Cumberland, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-057-9501004,KY,Cumberland,210579501004,0,2434.8,12,"Cumberland, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-061-9801001,KY,Edmonson,210619801001,0,4267.8,5,"Edmonson, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-065-9201001,KY,Estill,210659201001,0,20140.8,49,"Estill, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-065-9202003,KY,Estill,210659202003,0,1944.0,34,"Estill, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-065-9203004,KY,Estill,210659203004,0,15315.0,44,"Estill, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-067-0037011,KY,Fayette,210670037011,0,11240.4,68,"Fayette, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-067-0037012,KY,Fayette,210670037012,0,511.2,6,"Fayette, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-067-0037042,KY,Fayette,210670037042,0,106.2,3,"Fayette, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-067-0039181,KY,Fayette,210670039181,0,24732.0,154,"Fayette, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-067-0039182,KY,Fayette,210670039182,0,3751.2,13,"Fayette, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-067-0040072,KY,Fayette,210670040072,0,502.2,2,"Fayette, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-069-9201002,KY,Fleming,210699201002,0,2477.4,21,"Fleming, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-069-9202001,KY,Fleming,210699202001,0,25113.6,82,"Fleming, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-069-9203001,KY,Fleming,210699203001,0,45206.4,116,"Fleming, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-069-9203002,KY,Fleming,210699203002,0,11269.8,22,"Fleming, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-069-9204001,KY,Fleming,210699204001,0,33417.6,83,"Fleming, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-069-9204003,KY,Fleming,210699204003,0,24446.4,77,"Fleming, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-075-9601001,KY,Fulton,210759601001,0,113787.8,299,"Fulton, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9701001,KY,Garrard,210799701001,0,3327.0,26,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9701002,KY,Garrard,210799701002,0,17666.4,171,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9701003,KY,Garrard,210799701003,20,71.5,4,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9702001,KY,Garrard,210799702001,0,18432.0,50,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9702002,KY,Garrard,210799702002,0,5417.4,34,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9702003,KY,Garrard,210799702003,0,5274.0,10,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9702004,KY,Garrard,210799702004,0,773.4,6,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9703001,KY,Garrard,210799703001,0,1570.8,6,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9703003,KY,Garrard,210799703003,0,4890.0,8,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9704001,KY,Garrard,210799704001,0,4206.6,13,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-079-9704002,KY,Garrard,210799704002,0,39052.8,151,"Garrard, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-085-9502003,KY,Grayson,210859502003,0,8588.4,14,"Grayson, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-085-9503001,KY,Grayson,210859503001,0,543.6,5,"Grayson, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-085-9504001,KY,Grayson,210859504001,0,376.2,6,"Grayson, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-085-9504002,KY,Grayson,210859504002,0,82.2,1,"Grayson, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-085-9507003,KY,Grayson,210859507003,0,7626.6,46,"Grayson, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-087-9301001,KY,Green,210879301001,0,38689.8,98,"Green, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-087-9301003,KY,Green,210879301003,0,3249.6,8,"Green, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-087-9302001,KY,Green,210879302001,0,13962.0,109,"Green, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-087-9302002,KY,Green,210879302002,0,26424.0,82,"Green, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-087-9302003,KY,Green,210879302003,0,4937.4,11,"Green, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-087-9303002,KY,Green,210879303002,0,8299.2,42,"Green, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-087-9304001,KY,Green,210879304001,0,34020.0,106,"Green, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-087-9304002,KY,Green,210879304002,0,24487.2,62,"Green, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0403001,KY,Greenup,210890403001,0,235.8,1,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0404001,KY,Greenup,210890404001,0,1831.2,10,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0404002,KY,Greenup,210890404002,0,449.4,13,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0404003,KY,Greenup,210890404003,0,3778.2,17,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0404004,KY,Greenup,210890404004,0,33678.6,89,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0405011,KY,Greenup,210890405011,0,14398.2,39,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0405012,KY,Greenup,210890405012,0,10759.2,21,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0405021,KY,Greenup,210890405021,0,1375.8,5,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0405022,KY,Greenup,210890405022,0,277.2,4,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0405023,KY,Greenup,210890405023,0,4411.2,49,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0405024,KY,Greenup,210890405024,0,65542.8,251,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0407001,KY,Greenup,210890407001,0,1736.4,8,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0407002,KY,Greenup,210890407002,0,53046.0,98,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-089-0407003,KY,Greenup,210890407003,0,33627.0,103,"Greenup, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-095-9702001,KY,Harlan,210959702001,0,5890.8,21,"Harlan, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-095-9703001,KY,Harlan,210959703001,0,5977.2,41,"Harlan, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-095-9703002,KY,Harlan,210959703002,0,1890.0,19,"Harlan, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-095-9710001,KY,Harlan,210959710001,0,245.7,19,"Harlan, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-095-9713004,KY,Harlan,210959713004,0,40615.8,131,"Harlan, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-099-9702002,KY,Hart,210999702002,0,3862.8,37,"Hart, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-105-9701002,KY,Hickman,211059701002,0,59442.6,170,"Hickman, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-105-9701005,KY,Hickman,211059701005,0,123595.2,350,"Hickman, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-113-0602004,KY,Jessamine,211130602004,0,4260.0,25,"Jessamine, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-113-0603001,KY,Jessamine,211130603001,0,2259.6,15,"Jessamine, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-113-0603002,KY,Jessamine,211130603002,0,3957.0,59,"Jessamine, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-113-0604003,KY,Jessamine,211130604003,0,6131.4,23,"Jessamine, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-113-0604004,KY,Jessamine,211130604004,0,8814.0,45,"Jessamine, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-113-0604005,KY,Jessamine,211130604005,0,1181.4,5,"Jessamine, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-113-0606002,KY,Jessamine,211130606002,0,4212.0,62,"Jessamine, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-113-0606003,KY,Jessamine,211130606003,0,1009.8,5,"Jessamine, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9302001,KY,Knox,211219302001,0,29779.2,60,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9302002,KY,Knox,211219302002,0,6797.4,48,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9303001,KY,Knox,211219303001,0,3675.7,138,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9303002,KY,Knox,211219303002,0,5584.8,27,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9304002,KY,Knox,211219304002,0,10251.0,107,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9305002,KY,Knox,211219305002,0,450.0,13,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9305003,KY,Knox,211219305003,0,14.7,5,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9305004,KY,Knox,211219305004,0,6203.4,87,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9305005,KY,Knox,211219305005,0,5083.8,31,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9305006,KY,Knox,211219305006,0,2992.8,14,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9306011,KY,Knox,211219306011,0,892.2,14,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9306012,KY,Knox,211219306012,0,1090.8,24,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9306021,KY,Knox,211219306021,0,584.4,8,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9307001,KY,Knox,211219307001,0,8164.8,43,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-121-9307002,KY,Knox,211219307002,0,21933.6,40,"Knox, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-123-9601011,KY,Larue,211239601011,0,45138.0,149,"Larue, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-123-9601022,KY,Larue,211239601022,0,21223.8,78,"Larue, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-123-9601024,KY,Larue,211239601024,0,353.4,6,"Larue, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-123-9601025,KY,Larue,211239601025,0,2545.8,30,"Larue, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-123-9601026,KY,Larue,211239601026,0,284.4,1,"Larue, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-123-9602001,KY,Larue,211239602001,0,14493.6,27,"Larue, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-123-9603003,KY,Larue,211239603003,0,10579.8,51,"Larue, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-125-9703001,KY,Laurel,211259703001,0,863.4,13,"Laurel, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-125-9703002,KY,Laurel,211259703002,0,11341.2,17,"Laurel, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-125-9708003,KY,Laurel,211259708003,0,979.8,7,"Laurel, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-125-9709001,KY,Laurel,211259709001,0,5693.4,26,"Laurel, KY"
"Windstream Services LLC, Debtor-In-Possession",28299675,KY-125-9709002,KY,Laurel,211259709002,0,15672.6,87,"Laurel, KY"
